id,category
235,physics
236,physics
237,cs
238,physics
239,math
240,stat
241,physics
242,physics
243,math
244,stat
245,physics
246,cs
247,math
248,math
249,physics
250,physics
251,cs
252,physics
253,cs
254,cs
255,math
256,cs
257,physics
258,cs
259,cs
260,math
261,physics
262,math
263,physics
264,math
265,physics
266,math
267,math
268,physics
269,physics
270,stat
271,stat
272,physics
273,cs
274,cs
275,cs
276,stat
277,cs
278,stat
279,math
280,physics
281,stat
282,cs
283,math
284,physics
285,math
286,physics
287,physics
288,cs
289,physics
290,math
291,physics
292,math
293,physics
294,math
295,cs
296,stat
297,math
298,stat
299,math
300,cs
301,physics
302,math
303,cs
304,math
305,math
306,physics
307,math
308,cs
309,math
310,math
311,math
312,physics
313,math
314,math
315,math
316,stat
317,physics
318,math
319,math
320,physics
321,physics
322,stat
323,cs
324,cs
325,physics
326,math
327,stat
328,physics
329,cs
330,stat
331,cs
332,physics
333,math
334,cs
335,math
336,cs
337,stat
338,math
339,physics
340,cs
341,stat
342,math
343,cs
344,cs
345,cs
346,physics
347,stat
348,math
349,math
350,cs
351,stat
352,cs
353,cs
354,physics
355,cs
356,cs
357,stat
358,physics
359,stat
360,cs
361,cs
362,math
363,stat
364,math
365,math
366,math
367,physics
368,stat
369,cs
370,stat
371,cs
372,cs
373,cs
374,physics
375,cs
376,math
377,physics
378,physics
379,stat
380,physics
381,math
382,math
383,cs
384,cs
385,stat
386,physics
387,stat
388,math
389,cs
390,physics
391,math
392,math
393,physics
394,physics
395,math
396,stat
397,cs
398,cs
399,physics
400,math
401,cs
402,math
403,cs
404,math
405,physics
406,math
407,math
408,math
409,math
410,physics
411,cs
412,math
413,math
414,cs
415,stat
416,cs
417,physics
418,physics
419,stat
420,cs
421,math
422,stat
423,math
424,math
425,math
426,cs
427,cs
428,math
429,cs
430,cs
431,physics
432,math
433,stat
434,cs
435,cs
436,math
437,stat
438,math
439,physics
440,physics
441,cs
442,cs
443,stat
444,physics
445,cs
446,math
447,cs
448,cs
449,math
450,cs
451,math
452,cs
453,cs
454,physics
455,math
456,stat
457,math
458,cs
459,stat
460,math
461,math
462,stat
463,cs
464,math
465,physics
466,math
467,cs
468,math
469,cs
470,cs
471,cs
472,cs
473,physics
474,physics
475,physics
476,cs
477,cs
478,math
479,stat
480,stat
481,math
482,cs
483,cs
484,math
485,math
486,math
487,cs
488,cs
489,cs
490,physics
491,physics
492,math
493,stat
494,cs
495,cs
496,stat
497,cs
498,cs
499,math
500,stat
501,stat
502,cs
503,cs
504,cs
505,cs
506,math
507,physics
508,cs
509,cs
510,math
511,cs
512,cs
513,stat
514,physics
515,physics
516,stat
517,math
518,cs
519,stat
520,cs
521,cs
522,physics
523,physics
524,math
525,stat
526,physics
527,math
528,cs
529,math
530,math
531,stat
532,cs
533,cs
534,math
535,stat
536,physics
537,stat
538,math
539,stat
540,math
541,stat
542,stat
543,cs
544,math
545,stat
546,physics
547,physics
548,physics
549,math
550,math
551,physics
552,cs
553,physics
554,physics
555,cs
556,cs
557,math
558,cs
559,cs
560,physics
561,stat
562,math
563,cs
564,cs
565,math
566,physics
567,math
568,stat
569,math
570,math
571,math
572,physics
573,physics
574,physics
575,math
576,math
577,physics
578,cs
579,math
580,cs
581,math
582,physics
583,math
584,cs
585,cs
586,cs
587,stat
588,math
589,cs
590,cs
591,cs
592,math
593,math
594,physics
595,physics
596,cs
597,physics
598,physics
599,physics
600,cs
601,math
602,math
603,cs
604,math
605,physics
606,stat
607,math
608,math
609,cs
610,math
611,stat
612,cs
613,cs
614,math
615,stat
616,math
617,math
618,physics
619,cs
620,math
621,physics
622,math
623,math
624,cs
625,physics
626,cs
627,physics
628,physics
629,stat
630,physics
631,physics
632,cs
633,physics
634,stat
635,cs
636,physics
637,physics
638,math
639,math
640,stat
641,physics
642,stat
643,math
644,cs
645,cs
646,math
647,math
648,cs
649,stat
650,stat
651,stat
652,math
653,cs
654,cs
655,cs
656,math
657,cs
658,stat
659,cs
660,stat
661,math
662,physics
663,cs
664,stat
665,stat
666,math
667,stat
668,physics
669,math
670,stat
671,math
672,cs
673,math
674,cs
675,stat
676,math
677,physics
678,math
679,math
680,cs
681,cs
682,cs
683,math
684,physics
685,cs
686,math
687,stat
688,math
689,physics
690,stat
691,math
692,physics
693,cs
694,math
695,physics
696,cs
697,stat
698,cs
699,math
700,math
701,stat
702,cs
703,physics
704,cs
705,stat
706,cs
707,physics
708,cs
709,stat
710,cs
711,physics
712,math
713,stat
714,math
715,math
716,math
717,cs
718,cs
719,stat
720,math
721,cs
722,stat
723,stat
724,physics
725,math
726,physics
727,cs
728,stat
729,math
730,cs
731,math
732,cs
733,math
734,stat
735,physics
736,cs
737,physics
738,math
739,physics
740,stat
741,math
742,physics
743,cs
744,physics
745,physics
746,cs
747,cs
748,math
749,math
750,stat
751,cs
752,cs
753,cs
754,physics
755,cs
756,math
757,math
758,math
759,math
760,math
761,math
762,cs
763,cs
764,physics
765,cs
766,math
767,physics
768,physics
769,stat
770,stat
771,cs
772,cs
773,physics
774,physics
775,cs
776,physics
777,stat
778,cs
779,cs
780,cs
781,stat
782,cs
783,stat
784,cs
785,stat
786,cs
787,math
788,physics
789,stat
790,cs
791,cs
792,math
793,math
794,cs
795,physics
796,physics
797,stat
798,physics
799,stat
800,math
801,cs
802,cs
803,cs
804,cs
805,cs
806,cs
807,math
808,cs
809,cs
810,physics
811,cs
812,math
813,math
814,math
815,cs
816,math
817,math
818,math
819,cs
820,math
821,stat
822,stat
823,physics
824,cs
825,physics
826,physics
827,math
828,physics
829,math
830,stat
831,math
832,cs
833,math
834,cs
835,math
836,cs
837,cs
838,cs
839,stat
840,physics
841,stat
842,physics
843,math
844,physics
845,cs
846,cs
847,cs
848,cs
849,cs
850,cs
851,math
852,math
853,cs
854,stat
855,math
856,math
857,stat
858,math
859,physics
860,math
861,math
862,physics
863,cs
864,cs
865,stat
866,stat
867,cs
868,stat
869,math
870,cs
871,math
872,stat
873,cs
874,cs
875,cs
876,math
877,math
878,math
879,math
880,math
881,cs
882,math
883,stat
884,cs
885,physics
886,cs
887,cs
888,math
889,stat
890,stat
891,cs
892,physics
893,cs
894,cs
895,cs
896,cs
897,stat
898,cs
899,stat
900,physics
901,math
902,math
903,stat
904,physics
905,math
906,stat
907,stat
908,cs
909,cs
910,physics
911,math
912,math
913,math
914,physics
915,math
916,math
917,math
918,cs
919,math
920,cs
921,cs
922,physics
923,physics
924,math
925,stat
926,math
927,cs
928,physics
929,cs
930,math
931,stat
932,math
933,cs
934,math
935,math
936,physics
937,math
938,math
939,math
940,cs
941,stat
942,math
943,physics
944,cs
945,stat
946,physics
947,cs
948,stat
949,physics
950,stat
951,math
952,stat
953,math
954,math
955,math
956,math
957,cs
958,stat
959,math
960,stat
961,physics
962,math
963,math
964,physics
965,math
966,stat
967,cs
968,math
969,cs
970,cs
971,cs
972,math
973,stat
974,cs
975,physics
976,physics
977,stat
978,math
979,math
980,cs
981,physics
982,stat
983,cs
984,stat
985,cs
986,stat
987,physics
988,cs
989,cs
990,cs
991,cs
992,cs
993,math
994,cs
995,physics
996,math
997,physics
998,math
999,cs
1000,cs
1001,math
1002,stat
1003,stat
1004,math
1005,math
1006,math
1007,math
1008,math
1009,math
1010,physics
1011,math
1012,math
1013,cs
1014,physics
1015,cs
1016,physics
1017,math
1018,physics
1019,cs
1020,cs
1021,cs
1022,physics
1023,cs
1024,stat
1025,physics
1026,cs
1027,cs
1028,math
1029,cs
1030,cs
1031,physics
1032,physics
1033,cs
1034,math
1035,stat
1036,physics
1037,physics
1038,math
1039,cs
1040,math
1041,physics
1042,physics
1043,cs
1044,math
1045,physics
1046,physics
1047,math
1048,stat
1049,physics
1050,math
1051,physics
1052,math
1053,math
1054,stat
1055,cs
1056,cs
1057,physics
1058,cs
1059,math
1060,physics
1061,cs
1062,cs
1063,math
1064,math
1065,physics
1066,cs
1067,cs
1068,math
1069,cs
1070,physics
1071,cs
1072,cs
1073,stat
1074,math
1075,stat
1076,cs
1077,cs
1078,stat
1079,cs
1080,physics
1081,math
1082,cs
1083,stat
1084,stat
1085,stat
1086,stat
1087,stat
1088,cs
1089,physics
1090,stat
1091,math
1092,cs
1093,stat
1094,stat
1095,stat
1096,cs
1097,cs
1098,physics
1099,stat
1100,cs
1101,stat
1102,stat
1103,math
1104,stat
1105,cs
1106,physics
1107,physics
1108,stat
1109,stat
1110,math
1111,math
1112,math
1113,math
1114,cs
1115,stat
1116,cs
1117,physics
1118,math
1119,math
1120,physics
1121,physics
1122,cs
1123,math
1124,math
1125,physics
1126,cs
1127,cs
1128,math
1129,physics
1130,stat
1131,math
1132,physics
1133,cs
1134,math
1135,physics
1136,stat
1137,math
1138,cs
1139,physics
1140,math
1141,math
1142,math
1143,cs
1144,stat
1145,cs
1146,physics
1147,stat
1148,math
1149,cs
1150,math
1151,stat
1152,math
1153,math
1154,stat
1155,stat
1156,cs
1157,stat
1158,cs
1159,cs
1160,math
1161,cs
1162,cs
1163,math
1164,cs
1165,stat
1166,stat
1167,stat
1168,stat
1169,cs
1170,math
1171,stat
1172,stat
1173,stat
1174,cs
1175,physics
1176,math
1177,physics
1178,cs
1179,cs
1180,stat
1181,cs
1182,cs
1183,physics
1184,cs
1185,math
1186,math
1187,physics
1188,math
1189,cs
1190,cs
1191,stat
1192,cs
1193,physics
1194,math
1195,math
1196,math
1197,cs
1198,cs
1199,physics
1200,stat
1201,stat
1202,cs
1203,math
1204,math
1205,math
1206,math
1207,physics
1208,math
1209,cs
1210,cs
1211,math
1212,physics
1213,cs
1214,cs
1215,cs
1216,math
1217,physics
1218,physics
1219,physics
1220,stat
1221,physics
1222,cs
1223,physics
1224,cs
1225,cs
1226,math
1227,physics
1228,physics
1229,cs
1230,cs
1231,cs
1232,physics
1233,math
1234,cs
1235,math
1236,math
1237,physics
1238,physics
1239,stat
1240,math
1241,stat
1242,cs
1243,math
1244,stat
1245,math
1246,math
1247,math
1248,math
1249,cs
1250,stat
1251,cs
1252,stat
1253,physics
1254,physics
1255,math
1256,cs
1257,math
1258,stat
1259,math
1260,cs
1261,cs
1262,math
1263,math
1264,cs
1265,math
1266,cs
1267,physics
1268,stat
1269,math
1270,cs
1271,physics
1272,math
1273,math
1274,math
1275,cs
1276,math
1277,cs
1278,cs
1279,physics
1280,cs
1281,physics
1282,physics
1283,physics
1284,physics
1285,math
1286,cs
1287,math
1288,physics
1289,physics
1290,physics
1291,math
1292,stat
1293,physics
1294,physics
1295,stat
1296,physics
1297,math
1298,cs
1299,math
1300,cs
1301,cs
1302,cs
1303,stat
1304,stat
1305,math
1306,physics
1307,math
1308,physics
1309,stat
1310,physics
1311,stat
1312,physics
1313,math
1314,cs
1315,cs
1316,math
1317,cs
1318,cs
1319,cs
1320,stat
1321,stat
1322,math
1323,physics
1324,physics
1325,math
1326,cs
1327,math
1328,math
1329,math
1330,cs
1331,physics
1332,cs
1333,physics
1334,math
1335,physics
1336,math
1337,cs
1338,physics
1339,stat
1340,stat
1341,cs
1342,cs
1343,math
1344,math
1345,math
1346,math
1347,math
1348,math
1349,physics
1350,stat
1351,physics
1352,math
1353,math
1354,stat
1355,math
1356,math
1357,cs
1358,math
1359,cs
1360,math
1361,cs
1362,stat
1363,physics
1364,cs
1365,math
1366,math
1367,math
1368,cs
1369,cs
1370,cs
1371,cs
1372,math
1373,physics
1374,stat
1375,math
1376,cs
1377,stat
1378,math
1379,cs
1380,physics
1381,cs
1382,cs
1383,physics
1384,cs
1385,math
1386,math
1387,cs
1388,math
1389,stat
1390,math
1391,physics
1392,stat
1393,math
1394,physics
1395,cs
1396,cs
1397,physics
1398,stat
1399,math
1400,cs
1401,physics
1402,math
1403,cs
1404,math
1405,cs
1406,cs
1407,physics
1408,cs
1409,math
1410,cs
1411,math
1412,cs
1413,cs
1414,math
1415,physics
1416,math
1417,cs
1418,physics
1419,stat
1420,math
1421,stat
1422,cs
1423,cs
1424,math
1425,physics
1426,cs
1427,cs
1428,stat
1429,physics
1430,physics
1431,cs
1432,math
1433,stat
1434,physics
1435,cs
1436,stat
1437,stat
1438,cs
1439,cs
1440,physics
1441,physics
1442,stat
1443,math
1444,stat
1445,math
1446,physics
1447,physics
1448,math
1449,stat
1450,cs
1451,stat
1452,stat
1453,stat
1454,math
1455,math
1456,math
1457,math
1458,cs
1459,math
1460,math
1461,cs
1462,math
1463,cs
1464,physics
1465,math
1466,cs
1467,cs
1468,cs
1469,cs
1470,stat
1471,math
1472,math
1473,math
1474,math
1475,math
1476,cs
1477,cs
1478,physics
1479,cs
1480,cs
1481,physics
1482,math
1483,cs
1484,physics
1485,physics
1486,cs
1487,math
1488,cs
1489,cs
1490,math
1491,cs
1492,stat
1493,stat
1494,cs
1495,stat
1496,physics
1497,physics
1498,stat
1499,physics
1500,physics
1501,math
1502,math
1503,physics
1504,math
1505,cs
1506,math
1507,physics
1508,cs
1509,math
1510,stat
1511,cs
1512,physics
1513,math
1514,math
1515,math
1516,stat
1517,math
1518,cs
1519,math
1520,cs
1521,stat
1522,math
1523,cs
1524,physics
1525,cs
1526,math
1527,cs
1528,physics
1529,stat
1530,cs
1531,physics
1532,cs
1533,cs
1534,cs
1535,math
1536,stat
1537,math
1538,math
1539,cs
1540,stat
1541,cs
1542,math
1543,physics
1544,stat
1545,cs
1546,math
1547,cs
1548,math
1549,physics
1550,math
1551,stat
1552,math
1553,cs
1554,cs
1555,cs
1556,math
1557,stat
1558,physics
1559,math
1560,math
1561,math
1562,cs
1563,math
1564,stat
1565,physics
1566,math
1567,math
1568,stat
1569,math
1570,cs
1571,cs
1572,cs
1573,stat
1574,cs
1575,stat
1576,cs
1577,stat
1578,cs
1579,math
1580,math
1581,cs
1582,cs
1583,cs
1584,physics
1585,stat
1586,math
1587,cs
1588,cs
1589,stat
1590,physics
1591,stat
1592,math
1593,stat
1594,cs
1595,stat
1596,math
1597,cs
1598,math
1599,math
1600,cs
1601,stat
1602,math
1603,cs
1604,physics
1605,physics
1606,cs
1607,math
1608,cs
1609,physics
1610,physics
1611,stat
1612,cs
1613,math
1614,math
1615,stat
1616,math
1617,physics
1618,cs
1619,math
1620,math
1621,math
1622,cs
1623,cs
1624,cs
1625,physics
1626,math
1627,stat
1628,cs
1629,physics
1630,cs
1631,stat
1632,math
1633,physics
1634,cs
1635,stat
1636,stat
1637,cs
1638,physics
1639,cs
1640,cs
1641,math
1642,math
1643,cs
1644,math
1645,math
1646,math
1647,cs
1648,physics
1649,cs
1650,math
1651,cs
1652,cs
1653,physics
1654,cs
1655,physics
1656,cs
1657,physics
1658,math
1659,math
1660,physics
1661,physics
1662,math
1663,stat
1664,physics
1665,math
1666,physics
1667,math
1668,cs
1669,math
1670,math
1671,physics
1672,stat
1673,cs
1674,physics
1675,physics
1676,physics
1677,physics
1678,stat
1679,cs
1680,physics
1681,cs
1682,math
1683,cs
1684,math
1685,stat
1686,cs
1687,cs
1688,physics
1689,physics
1690,math
1691,physics
1692,cs
1693,math
1694,math
1695,math
1696,math
1697,math
1698,cs
1699,math
1700,physics
1701,stat
1702,physics
1703,cs
1704,cs
1705,physics
1706,cs
1707,stat
1708,cs
1709,stat
1710,cs
1711,cs
1712,physics
1713,physics
1714,math
1715,physics
1716,math
1717,physics
1718,cs
1719,math
1720,stat
1721,cs
1722,physics
1723,stat
1724,cs
1725,cs
1726,math
1727,math
1728,math
1729,math
1730,cs
1731,cs
1732,cs
1733,cs
1734,math
1735,math
1736,stat
1737,physics
1738,cs
1739,math
1740,math
1741,cs
1742,cs
1743,physics
1744,physics
1745,physics
1746,cs
1747,math
1748,math
1749,stat
1750,math
1751,stat
1752,cs
1753,cs
1754,stat
1755,math
1756,stat
1757,stat
1758,cs
1759,cs
1760,cs
1761,cs
1762,stat
1763,physics
1764,cs
1765,math
1766,math
1767,stat
1768,math
1769,math
1770,physics
1771,physics
1772,physics
1773,math
1774,cs
1775,cs
1776,physics
1777,math
1778,math
1779,cs
1780,cs
1781,math
1782,physics
1783,stat
1784,math
1785,physics
1786,physics
1787,cs
1788,cs
1789,physics
1790,cs
1791,stat
1792,physics
1793,stat
1794,cs
1795,math
1796,math
1797,math
1798,cs
1799,physics
1800,cs
1801,cs
1802,stat
1803,stat
1804,stat
1805,math
1806,cs
1807,math
1808,math
1809,physics
1810,math
1811,stat
1812,stat
1813,cs
1814,stat
1815,math
1816,math
1817,physics
1818,cs
1819,cs
1820,stat
1821,math
1822,math
1823,physics
1824,cs
1825,cs
1826,cs
1827,cs
1828,math
1829,cs
1830,math
1831,cs
1832,math
1833,stat
1834,math
1835,math
1836,math
1837,math
1838,stat
1839,cs
1840,math
1841,cs
1842,math
1843,stat
1844,math
1845,cs
1846,math
1847,cs
1848,math
1849,stat
1850,math
1851,cs
1852,math
1853,cs
1854,cs
1855,math
1856,cs
1857,physics
1858,cs
1859,cs
1860,stat
1861,cs
1862,physics
1863,math
1864,physics
1865,cs
1866,stat
1867,stat
1868,physics
1869,cs
1870,stat
1871,math
1872,math
1873,physics
1874,physics
1875,cs
1876,cs
1877,math
1878,cs
1879,math
1880,cs
1881,physics
1882,cs
1883,math
1884,cs
1885,math
1886,cs
1887,cs
1888,math
1889,cs
1890,cs
1891,cs
1892,math
1893,stat
1894,physics
1895,math
1896,math
1897,cs
1898,math
1899,math
1900,cs
1901,math
1902,stat
1903,stat
1904,stat
1905,physics
1906,physics
1907,physics
1908,math
1909,cs
1910,cs
1911,physics
1912,cs
1913,math
1914,cs
1915,cs
1916,cs
1917,physics
1918,physics
1919,math
1920,math
1921,math
1922,math
1923,stat
1924,physics
1925,math
1926,stat
1927,cs
1928,math
1929,math
1930,physics
1931,stat
1932,cs
1933,math
1934,cs
1935,cs
1936,math
1937,math
1938,stat
1939,math
1940,cs
1941,cs
1942,physics
1943,cs
1944,math
1945,math
1946,cs
1947,stat
1948,cs
1949,cs
1950,math
1951,math
1952,cs
1953,physics
1954,cs
1955,math
1956,math
1957,math
1958,physics
1959,cs
1960,physics
1961,math
1962,stat
1963,cs
1964,stat
1965,math
1966,math
1967,physics
1968,cs
1969,math
1970,stat
1971,cs
1972,stat
1973,stat
1974,stat
1975,cs
1976,math
1977,math
1978,math
1979,math
1980,stat
1981,cs
1982,physics
1983,math
1984,math
1985,physics
1986,math
1987,physics
1988,math
1989,math
1990,math
1991,math
1992,math
1993,cs
1994,math
1995,math
1996,cs
1997,cs
1998,stat
1999,cs
2000,cs
2001,cs
2002,cs
2003,cs
2004,stat
2005,cs
2006,cs
2007,cs
2008,stat
2009,math
2010,cs
2011,stat
2012,physics
2013,physics
2014,stat
2015,math
2016,cs
2017,stat
2018,stat
2019,physics
2020,math
2021,physics
2022,cs
2023,stat
2024,cs
2025,cs
2026,cs
2027,cs
2028,physics
2029,cs
2030,cs
2031,cs
2032,cs
2033,cs
2034,physics
2035,math
2036,math
2037,math
2038,stat
2039,cs
2040,cs
2041,math
2042,physics
2043,math
2044,physics
2045,math
2046,cs
2047,math
2048,math
2049,cs
2050,stat
2051,cs
2052,stat
2053,math
2054,stat
2055,cs
2056,math
2057,cs
2058,cs
2059,cs
2060,math
2061,physics
2062,cs
2063,stat
2064,stat
2065,stat
2066,math
2067,stat
2068,cs
2069,math
2070,cs
2071,physics
2072,cs
2073,stat
2074,math
2075,cs
2076,math
2077,cs
2078,stat
2079,cs
2080,stat
2081,physics
2082,cs
2083,cs
2084,cs
2085,physics
2086,math
2087,cs
2088,math
2089,math
2090,cs
2091,math
2092,math
2093,physics
2094,cs
2095,cs
2096,math
2097,physics
2098,stat
2099,cs
2100,cs
2101,math
2102,cs
2103,math
2104,math
2105,math
2106,cs
2107,cs
2108,math
2109,physics
2110,math
2111,cs
2112,cs
2113,cs
2114,stat
2115,physics
2116,cs
2117,math
2118,cs
2119,math
2120,math
2121,math
2122,physics
2123,physics
2124,cs
2125,cs
2126,physics
2127,cs
2128,stat
2129,math
2130,math
2131,math
2132,cs
2133,math
2134,physics
2135,cs
2136,physics
2137,physics
2138,stat
2139,cs
2140,physics
2141,cs
2142,physics
2143,cs
2144,cs
2145,cs
2146,stat
2147,math
2148,math
2149,cs
2150,math
2151,stat
2152,physics
2153,math
2154,stat
2155,math
2156,stat
2157,physics
2158,cs
2159,cs
2160,math
2161,math
2162,cs
2163,stat
2164,cs
2165,cs
2166,math
2167,math
2168,physics
2169,math
2170,math
2171,physics
2172,physics
2173,cs
2174,math
2175,physics
2176,cs
2177,cs
2178,cs
2179,cs
2180,cs
2181,physics
2182,cs
2183,stat
2184,cs
2185,cs
2186,cs
2187,cs
2188,math
2189,cs
2190,stat
2191,stat
2192,cs
2193,cs
2194,math
2195,stat
2196,math
2197,math
2198,math
2199,physics
2200,cs
2201,cs
2202,stat
2203,stat
2204,physics
2205,physics
2206,cs
2207,math
2208,physics
2209,math
2210,cs
2211,stat
2212,cs
2213,physics
2214,math
2215,cs
2216,cs
2217,math
2218,math
2219,math
2220,cs
2221,math
2222,stat
2223,physics
2224,physics
2225,physics
2226,cs
2227,cs
2228,physics
2229,stat
2230,cs
2231,stat
2232,cs
2233,math
2234,math
2235,math
2236,stat
2237,stat
2238,stat
2239,cs
2240,math
2241,math
2242,stat
2243,cs
2244,cs
2245,cs
2246,stat
2247,cs
2248,math
2249,math
2250,stat
2251,cs
2252,math
2253,cs
2254,physics
2255,math
2256,math
2257,math
2258,math
2259,physics
2260,stat
2261,physics
2262,math
2263,physics
2264,cs
2265,math
2266,math
2267,math
2268,math
2269,physics
2270,stat
2271,cs
2272,physics
2273,cs
2274,cs
2275,cs
2276,math
2277,math
2278,math
2279,physics
2280,stat
2281,math
2282,cs
2283,math
2284,cs
2285,math
2286,math
2287,physics
2288,cs
2289,cs
2290,math
2291,math
2292,physics
2293,physics
2294,cs
2295,cs
2296,math
2297,physics
2298,stat
2299,physics
2300,stat
2301,cs
2302,math
2303,cs
2304,math
2305,cs
2306,math
2307,cs
2308,stat
2309,math
2310,cs
2311,cs
2312,cs
2313,cs
2314,math
2315,physics
2316,stat
2317,physics
2318,stat
2319,cs
2320,cs
2321,physics
2322,cs
2323,math
2324,physics
2325,stat
2326,cs
2327,math
2328,cs
2329,stat
2330,cs
2331,math
2332,physics
2333,cs
2334,physics
2335,math
2336,math
2337,stat
2338,math
2339,cs
2340,math
2341,math
2342,math
2343,cs
2344,physics
2345,cs
2346,stat
2347,cs
2348,cs
2349,cs
2350,stat
2351,physics
2352,cs
2353,physics
2354,stat
2355,physics
2356,cs
2357,cs
2358,math
2359,stat
2360,cs
2361,math
2362,math
2363,cs
2364,cs
2365,cs
2366,math
2367,physics
2368,physics
2369,physics
2370,math
2371,math
2372,cs
2373,cs
2374,stat
2375,cs
2376,math
2377,cs
2378,cs
2379,physics
2380,cs
2381,math
2382,physics
2383,physics
2384,math
2385,stat
2386,cs
2387,cs
2388,cs
2389,math
2390,physics
2391,math
2392,cs
2393,math
2394,math
2395,physics
2396,cs
2397,cs
2398,stat
2399,math
2400,math
2401,math
2402,physics
2403,cs
2404,math
2405,stat
2406,cs
2407,math
2408,math
2409,cs
2410,physics
2411,math
2412,stat
2413,cs
2414,stat
2415,stat
2416,stat
2417,math
2418,cs
2419,cs
2420,math
2421,physics
2422,cs
2423,math
2424,cs
2425,cs
2426,stat
2427,stat
2428,math
2429,stat
2430,cs
2431,cs
2432,math
2433,stat
2434,physics
2435,math
2436,cs
2437,cs
2438,cs
2439,math
2440,physics
2441,cs
2442,physics
2443,math
2444,math
2445,math
2446,math
2447,cs
2448,physics
2449,math
2450,math
2451,cs
2452,physics
2453,math
2454,math
2455,cs
2456,cs
2457,stat
2458,cs
2459,math
2460,physics
2461,cs
2462,cs
2463,physics
2464,cs
2465,math
2466,cs
2467,physics
2468,stat
2469,math
2470,math
2471,cs
2472,stat
2473,math
2474,stat
2475,physics
2476,math
2477,cs
2478,cs
2479,cs
2480,math
2481,math
2482,physics
2483,math
2484,cs
2485,stat
2486,physics
2487,stat
2488,stat
2489,stat
2490,stat
2491,stat
2492,cs
2493,physics
2494,physics
2495,math
2496,physics
2497,cs
2498,stat
2499,physics
2500,cs
2501,cs
2502,physics
2503,cs
2504,cs
2505,physics
2506,math
2507,physics
2508,cs
2509,physics
2510,math
2511,math
2512,physics
2513,math
2514,cs
2515,physics
2516,physics
2517,stat
2518,math
2519,stat
2520,math
2521,math
2522,physics
2523,math
2524,physics
2525,cs
2526,math
2527,physics
2528,cs
2529,cs
2530,cs
2531,stat
2532,stat
2533,math
2534,math
2535,math
2536,stat
2537,math
2538,stat
2539,stat
2540,math
2541,physics
2542,math
2543,cs
2544,cs
2545,math
2546,math
2547,stat
2548,math
2549,cs
2550,cs
2551,physics
2552,cs
2553,cs
2554,math
2555,cs
2556,math
2557,cs
2558,cs
2559,stat
2560,physics
2561,math
2562,math
2563,physics
2564,math
2565,math
2566,stat
2567,math
2568,cs
2569,cs
2570,math
2571,physics
2572,math
2573,cs
2574,cs
2575,math
2576,physics
2577,physics
2578,physics
2579,physics
2580,math
2581,math
2582,math
2583,physics
2584,cs
2585,cs
2586,cs
2587,cs
2588,physics
2589,stat
2590,math
2591,cs
2592,physics
2593,cs
2594,math
2595,physics
2596,physics
2597,stat
2598,cs
2599,physics
2600,physics
2601,physics
2602,math
2603,math
2604,cs
2605,stat
2606,physics
2607,math
2608,math
2609,cs
2610,cs
2611,cs
2612,math
2613,math
2614,cs
2615,cs
2616,cs
2617,math
2618,cs
2619,cs
2620,cs
2621,cs
2622,physics
2623,cs
2624,math
2625,math
2626,math
2627,cs
2628,cs
2629,cs
2630,math
2631,cs
2632,stat
2633,math
2634,cs
2635,math
